month,borough,trip_type,route_id,period,number_of_customers,additional_bus_stop_time,additional_travel_time,customer_journey_time_performance
2018-01-01,Queens,LCL/LTD,Q34,Off-Peak,93744.08,1.716360948,1.686242162,69.7300092
2018-01-01,Queens,LCL/LTD,Q34,Peak,44331.58,1.774337076,1.711305743,66.6290704
2018-01-01,Queens,LCL/LTD,Q35,Off-Peak,39120.75,1.881329697,0.047952235,82.1646488
2018-01-01,Queens,LCL/LTD,Q35,Peak,33299.84,1.545208073,0.694477582,76.1669079
2018-01-01,Queens,LCL/LTD,Q36,Off-Peak,78245.49,1.672390446,0.933557329,77.344524
2018-01-01,Queens,LCL/LTD,Q36,Peak,57683.25,1.996730364,1.835821944,66.4342956
2018-01-01,Queens,LCL/LTD,Q37,Off-Peak,81161.22,2.196129792,2.023373839,64.5690176
2018-01-01,Queens,LCL/LTD,Q37,Peak,51713.04,2.288648991,2.758591977,56.6605484
2018-01-01,Queens,LCL/LTD,Q38,Off-Peak,80989.77,2.346886874,1.116488817,73.0389099
2018-01-01,Queens,LCL/LTD,Q38,Peak,74946.48,2.287787344,1.491848065,64.4893727
2018-01-01,Queens,LCL/LTD,Q39,Off-Peak,58455.9,2.732005942,1.61429317,61.4055305
2018-01-01,Queens,LCL/LTD,Q39,Peak,46541.12,2.435052738,1.744155397,61.2821003
2018-01-01,Queens,LCL/LTD,Q4,Off-Peak,106536.65,1.269789999,0.626040867,77.4279579
2018-01-01,Queens,LCL/LTD,Q4,Peak,77860.72,1.208786106,1.062406537,74.317818
2018-01-01,Queens,LCL/LTD,Q40,Off-Peak,51232.02,1.804053749,2.306435382,63.6718902
2018-01-01,Queens,LCL/LTD,Q40,Peak,29185.46,1.833633797,3.60991641,51.2925487
2018-01-01,Queens,LCL/LTD,Q41,Off-Peak,75730.42,2.290123189,1.679862981,64.0395605
2018-01-01,Queens,LCL/LTD,Q41,Peak,59458.89,2.223155411,1.820551104,62.9362733
2018-01-01,Queens,LCL/LTD,Q42,Off-Peak,13430.45,2.449876972,0.560500439,75.8283832
2018-01-01,Queens,LCL/LTD,Q42,Peak,12294.59,1.833200908,0.177904512,75.6960878
2018-01-01,Queens,LCL/LTD,Q43,Off-Peak,176040.53,1.365976678,0.384755912,78.5200663
2018-01-01,Queens,LCL/LTD,Q43,Peak,120214.56,1.618399472,0.627452896,75.8815462
2018-01-01,Queens,LCL/LTD,Q46,Off-Peak,247825.54,1.215356486,-0.879210165,85.4764356
2018-01-01,Queens,LCL/LTD,Q46,Peak,194697.31,1.473969825,-0.826483516,82.2182631
2018-01-01,Queens,LCL/LTD,Q47,Off-Peak,86306.24,1.831766413,1.182425745,69.7782305
2018-01-01,Queens,LCL/LTD,Q47,Peak,69130.24,1.918431729,1.608902989,65.6679712
2018-01-01,Queens,LCL/LTD,Q48,Off-Peak,37445.84,1.506879211,-0.335145001,84.1339148
2018-01-01,Queens,LCL/LTD,Q48,Peak,20973.02,2.012671105,0.829445075,69.5233916
2018-01-01,Queens,LCL/LTD,Q49,Off-Peak,84203.86,2.013161881,-0.080694835,76.0481601
2018-01-01,Queens,LCL/LTD,Q49,Peak,68225.75,1.751075095,0.1113751,80.1461721
2018-01-01,Queens,LCL/LTD,Q5,Off-Peak,128610.76,1.355747641,-0.074298838,80.1239268
2018-01-01,Queens,LCL/LTD,Q5,Peak,86840.56,1.555115369,-0.481573627,80.2568593
2018-01-01,Queens,LCL/LTD,Q50,Off-Peak,53945.8,2.82654969,-0.118892692,72.9463781
2018-01-01,Queens,LCL/LTD,Q50,Peak,38057.24,2.426354128,-0.188262525,71.2256041
2018-01-01,Queens,LCL/LTD,Q54,Off-Peak,133959.91,1.914934929,1.104964109,69.7936384
2018-01-01,Queens,LCL/LTD,Q54,Peak,81387.58,2.286172884,1.378867454,64.9962609
2018-01-01,Queens,LCL/LTD,Q55,Off-Peak,81600.05,1.943063931,0.963713808,70.0904871
2018-01-01,Queens,LCL/LTD,Q55,Peak,58986.28,2.161669735,1.566492237,62.7537726
2018-01-01,Queens,LCL/LTD,Q56,Off-Peak,90113.96,2.94741743,1.192383735,64.2260115
2018-01-01,Queens,LCL/LTD,Q56,Peak,51630.16,3.553262265,1.776382781,57.2968678
2018-01-01,Queens,LCL/LTD,Q58,Off-Peak,325005.57,1.73009153,0.737586911,72.2102089
2018-01-01,Queens,LCL/LTD,Q58,Peak,230834.06,2.032068307,1.764855909,62.8449524
2018-01-01,Queens,LCL/LTD,Q59,Off-Peak,78017.58,2.703532508,1.470270879,64.4101859
2018-01-01,Queens,LCL/LTD,Q59,Peak,66617.43,2.186392378,1.821268415,64.2381143
2018-01-01,Queens,LCL/LTD,Q6,Off-Peak,110273.36,1.687602595,1.139755639,72.0926283
2018-01-01,Queens,LCL/LTD,Q6,Peak,74559.53,1.896577131,1.555434459,67.392492
2018-01-01,Queens,LCL/LTD,Q60,Off-Peak,133180.84,1.985155694,0.765233309,72.2463382
2018-01-01,Queens,LCL/LTD,Q60,Peak,63892.03,1.984288275,1.381797719,68.5849185
2018-01-01,Queens,LCL/LTD,Q64,Off-Peak,100710,0.80717905,0.339572519,86.6600624
2018-01-01,Queens,LCL/LTD,Q64,Peak,71940.57,0.886532632,0.144142518,87.0573239
2018-01-01,Queens,LCL/LTD,Q65,Off-Peak,207391.2,2.058077084,1.972085451,64.6879632
2018-01-01,Queens,LCL/LTD,Q65,Peak,152481.45,1.873290759,1.433345776,67.756149
2018-01-01,Queens,LCL/LTD,Q66,Off-Peak,149573.69,1.800429862,1.037392379,69.8740837
2018-01-01,Queens,LCL/LTD,Q66,Peak,112936.56,2.297629532,1.290086043,64.9186265
2018-01-01,Queens,LCL/LTD,Q67,Off-Peak,23346.9,1.922561904,0.869135077,77.4128704
2018-01-01,Queens,LCL/LTD,Q67,Peak,23893.87,2.286641085,1.178807806,66.4255292
2018-01-01,Queens,LCL/LTD,Q69,Off-Peak,90629.6,2.45807014,1.279258526,64.4774763
2018-01-01,Queens,LCL/LTD,Q69,Peak,95694.87,2.07831065,1.38542066,66.036067
2018-01-01,Queens,LCL/LTD,Q7,Off-Peak,51966.1,2.995930311,2.322880236,54.6891912
2018-01-01,Queens,LCL/LTD,Q7,Peak,41220.06,2.286420223,2.952939243,54.7254759
2018-01-01,Queens,LCL/LTD,Q72,Off-Peak,76613.11,2.17422537,0.211977216,75.5243443
2018-01-01,Queens,LCL/LTD,Q72,Peak,51926.59,1.844220832,0.883125957,68.0302947
2018-01-01,Queens,LCL/LTD,Q76,Off-Peak,72763.16,2.067664254,0.628458394,75.3515742
2018-01-01,Queens,LCL/LTD,Q76,Peak,56669.62,2.036221103,0.837818952,74.0083623
2018-01-01,Queens,LCL/LTD,Q77,Off-Peak,103315.79,2.229797382,1.447441585,68.1769416
2018-01-01,Queens,LCL/LTD,Q77,Peak,93932.38,1.851842895,1.236944112,69.1767426
2018-01-01,Queens,LCL/LTD,Q8,Off-Peak,108052.97,2.186980083,1.343949732,68.7628784
2018-01-01,Queens,LCL/LTD,Q8,Peak,64189.65,2.726551168,1.421972559,62.2147893
2018-01-01,Queens,LCL/LTD,Q83,Off-Peak,103734.04,1.317255843,0.837435602,77.3730257
2018-01-01,Queens,LCL/LTD,Q83,Peak,68537.71,1.70356141,0.894013386,71.7504378
2018-01-01,Queens,LCL/LTD,Q84,Off-Peak,48665.45,1.882576603,-1.149307052,85.238538
2018-01-01,Queens,LCL/LTD,Q84,Peak,36923.05,1.776933123,-1.345771812,83.0239649
2018-01-01,Queens,LCL/LTD,Q85,Off-Peak,128045.76,1.284128867,-0.475331094,83.967015
2018-01-01,Queens,LCL/LTD,Q85,Peak,91855.65,1.341161602,-0.249800352,80.8999939
2018-01-01,Queens,LCL/LTD,Q88,Off-Peak,147728.43,1.470410746,0.603803358,77.0047777
2018-01-01,Queens,LCL/LTD,Q88,Peak,113527.38,1.460710391,0.579998736,76.2979513
2018-01-01,Queens,LCL/LTD,Q9,Off-Peak,48085.33,1.898645441,2.193112794,63.7048093
2018-01-01,Queens,LCL/LTD,Q9,Peak,27063.17,1.773673576,3.203573711,55.4133378
2018-01-01,Queens,SBS,Q44+,Off-Peak,266380.23,1.134397026,1.08041584,72.4159431
2018-01-01,Queens,SBS,Q44+,Peak,181544.29,1.562484212,0.997163609,70.3157722
2018-01-01,Queens,SBS,Q52+,Off-Peak,58343.6,1.200450958,-1.149001517,84.6276113
2018-01-01,Queens,SBS,Q52+,Peak,39461.31,0.890939073,-1.551966176,85.5052604
2018-01-01,Queens,SBS,Q53+,Off-Peak,155588.5,1.218336795,0.739657778,73.3810296
2018-01-01,Queens,SBS,Q53+,Peak,106206.79,1.191915253,0.4441323,74.9197649
2018-01-01,Queens,SBS,Q70+,Off-Peak,65088.28,0.840300342,-0.343758026,81.4836985
2018-01-01,Queens,SBS,Q70+,Peak,22370.38,1.272630362,-0.749302331,79.421614
2018-01-01,Staten Island,EXP,X1,Off-Peak,69536.42,2.059534341,-0.000650709,67.8546757
2018-01-01,Staten Island,EXP,X1,Peak,32777.91,1.981991186,-1.568538942,74.2562849
2018-01-01,Staten Island,EXP,X10,Off-Peak,31276.99,2.96795945,0.036087598,65.8296972
2018-01-01,Staten Island,EXP,X10,Peak,5255.93,3.165573549,2.164965687,57.6797276
2018-01-01,Staten Island,EXP,X10B,Off-Peak,1538.35,0.729411297,-0.451064283,72.3604706
2018-01-01,Staten Island,EXP,X10B,Peak,11151.77,1.808581616,-1.395680139,72.1484201
2018-01-01,Staten Island,EXP,X11,Off-Peak,1841.64,1.777601568,1.22760909,56.7853767
2018-01-01,Staten Island,EXP,X11,Peak,11949.75,1.804499207,-3.736357225,79.0093911
2018-01-01,Staten Island,EXP,X12,Off-Peak,17306.32,1.400511056,0.913046393,68.0295794
2018-01-01,Staten Island,EXP,X12,Peak,23279.61,1.468690339,-0.390048485,70.5654611
2018-01-01,Staten Island,EXP,X14,Off-Peak,4500.88,1.426016868,0.494249202,70.0717841
2018-01-01,Staten Island,EXP,X14,Peak,11848.32,1.915023659,-1.707105565,72.2479428
2018-01-01,Staten Island,EXP,X15,Off-Peak,8765.85,1.27969028,2.922530348,62.4573501
2018-01-01,Staten Island,EXP,X15,Peak,14981.67,1.765227166,0.196584234,66.7498782
2018-01-01,Staten Island,EXP,X17,Off-Peak,36382.82,2.158594603,-2.060222202,76.68346
2018-01-01,Staten Island,EXP,X17,Peak,3841.84,2.915316962,-4.463035068,81.7151415
2018-01-01,Staten Island,EXP,X17A,Off-Peak,4948.46,1.336358048,1.697174362,60.9594022
2018-01-01,Staten Island,EXP,X17A,Peak,23532.76,1.412914815,-4.763998223,84.3741019
2018-01-01,Staten Island,EXP,X17J,Off-Peak,21854.96,0.864530926,2.401041947,64.3452631
2018-01-01,Staten Island,EXP,X17J,Peak,24037.45,1.212961595,5.397954583,49.507401
2018-01-01,Staten Island,EXP,X19,Off-Peak,7837.86,1.259233734,-0.47114208,68.8354717
2018-01-01,Staten Island,EXP,X19,Peak,12688.41,1.475907742,-2.177637885,74.0189423
2018-01-01,Staten Island,EXP,X2,Off-Peak,12430.74,1.276017561,1.749452252,67.9256854
2018-01-01,Staten Island,EXP,X2,Peak,18473.73,1.557142786,2.813275097,58.5915293
2018-01-01,Staten Island,EXP,X21,Off-Peak,4795.54,1.249658808,5.267331625,47.3375434
2018-01-01,Staten Island,EXP,X21,Peak,5648.83,3.094358515,8.305879243,35.3509771
2018-01-01,Staten Island,EXP,X22,Off-Peak,19197.72,1.113752215,2.330909967,63.1737993
2018-01-01,Staten Island,EXP,X22,Peak,21770.73,1.019925453,6.141415921,46.5076602
2018-01-01,Staten Island,EXP,X22A,Off-Peak,2105.54,1.238587615,6.471401595,46.9008221
2018-01-01,Staten Island,EXP,X22A,Peak,2434.55,2.605837957,9.898870781,30.9136778
2018-01-01,Staten Island,EXP,X3,Off-Peak,2647.9,2.12728384,4.342391877,43.9248107
2018-01-01,Staten Island,EXP,X3,Peak,6857.89,1.198006377,0.251697095,68.3705204
2018-01-01,Staten Island,EXP,X30,Off-Peak,5717.58,0.943307184,1.849919552,66.9643758
2018-01-01,Staten Island,EXP,X30,Peak,11665.7,1.149532887,5.835154618,48.2831301
2018-01-01,Staten Island,EXP,X31,Off-Peak,5093.58,1.064642893,1.450610553,68.5490121
2018-01-01,Staten Island,EXP,X31,Peak,8925.04,1.465714342,1.112288869,61.5305968
2018-01-01,Staten Island,EXP,X4,Off-Peak,3882.1,1.219967352,5.023607123,48.5663759
2018-01-01,Staten Island,EXP,X4,Peak,9224.1,1.801610915,-0.058780236,65.1758122
2018-01-01,Staten Island,EXP,X42,Off-Peak,1984.42,1.315156232,1.143201528,64.431963
2018-01-01,Staten Island,EXP,X42,Peak,6023.31,1.951063894,-0.225524373,68.2463135
2018-01-01,Staten Island,EXP,X5,Off-Peak,16470.97,1.317907224,3.033939336,60.2955833
2018-01-01,Staten Island,EXP,X5,Peak,18044.32,1.584962831,3.094603846,55.1798491
2018-01-01,Staten Island,EXP,X7,Off-Peak,14155.1,1.243338373,1.231196679,68.3795276
2018-01-01,Staten Island,EXP,X7,Peak,18864.29,1.555619582,-1.06920493,71.9907936
2018-01-01,Staten Island,EXP,X8,Off-Peak,4709.51,1.796585727,2.851736189,61.8497794
2018-01-01,Staten Island,EXP,X8,Peak,10919,2.047284283,-1.617864181,71.5818191
2018-01-01,Staten Island,EXP,X9,Off-Peak,7585.87,1.082634177,2.796443738,62.9101195
2018-01-01,Staten Island,EXP,X9,Peak,12766.76,1.340296423,0.578402569,67.7127859
2018-01-01,Staten Island,LCL/LTD,S40,Off-Peak,47926.35,2.785211922,0.407414757,69.6701887
2018-01-01,Staten Island,LCL/LTD,S40,Peak,28255.51,2.515216707,-0.351784923,74.3293711
2018-01-01,Staten Island,LCL/LTD,S42,Off-Peak,8646.8,3.780064021,-0.401935953,80.6410588
2018-01-01,Staten Island,LCL/LTD,S42,Peak,9941.38,2.851134474,0.439154546,74.3342808
2018-01-01,Staten Island,LCL/LTD,S44,Off-Peak,78917.91,2.429079621,1.002886555,65.9912288
2018-01-01,Staten Island,LCL/LTD,S44,Peak,37455.15,2.119192539,0.855300017,67.3059947
2018-01-01,Staten Island,LCL/LTD,S46,Off-Peak,94995.69,1.75241587,0.343754631,75.5188854
2018-01-01,Staten Island,LCL/LTD,S46,Peak,50011.98,2.161722218,0.263650693,71.1272081
2018-01-01,Staten Island,LCL/LTD,S48,Off-Peak,88292.14,2.283233638,0.60394246,73.8532128
2018-01-01,Staten Island,LCL/LTD,S48,Peak,41597.5,2.587710092,0.430934883,70.210087
2018-01-01,Staten Island,LCL/LTD,S51,Off-Peak,52467.33,2.764299442,1.111735884,66.851767
2018-01-01,Staten Island,LCL/LTD,S51,Peak,32389.02,2.041171078,0.867063154,70.8653082
2018-01-01,Staten Island,LCL/LTD,S52,Off-Peak,57095.58,3.157812096,0.283545498,73.8369897
2018-01-01,Staten Island,LCL/LTD,S52,Peak,40254.64,2.623490702,0.486954515,70.330021
2018-01-01,Staten Island,LCL/LTD,S53,Off-Peak,112689.98,1.063698997,0.296863978,79.3031398
2018-01-01,Staten Island,LCL/LTD,S53,Peak,68491.67,1.108564884,0.696362978,76.1363769
2018-01-01,Staten Island,LCL/LTD,S54,Off-Peak,21157.92,2.992431816,0.610192292,70.8693712
2018-01-01,Staten Island,LCL/LTD,S54,Peak,14850.75,2.916639425,0.673112658,69.7475293
2018-01-01,Staten Island,LCL/LTD,S55,Off-Peak,6417.48,1.860651221,-0.610607884,86.1392505
2018-01-01,Staten Island,LCL/LTD,S55,Peak,4220.92,2.331006844,-0.250015573,84.9433769
2018-01-01,Staten Island,LCL/LTD,S56,Off-Peak,9607.21,3.064298228,0.59086957,80.2058522
2018-01-01,Staten Island,LCL/LTD,S56,Peak,7253.89,3.531442523,0.785658489,74.2827781
2018-01-01,Staten Island,LCL/LTD,S57,Off-Peak,20210.47,2.726807928,0.102130699,75.5804626
2018-01-01,Staten Island,LCL/LTD,S57,Peak,14254.33,3.416593386,0.595728483,65.7686096
2018-01-01,Staten Island,LCL/LTD,S59,Off-Peak,50050.32,2.183059963,0.786617813,73.7337564
2018-01-01,Staten Island,LCL/LTD,S59,Peak,28280.63,2.395904344,0.90884415,68.6721711
2018-01-01,Staten Island,LCL/LTD,S61,Off-Peak,47386.74,2.366310222,-0.329329817,75.9368912
2018-01-01,Staten Island,LCL/LTD,S61,Peak,18819.71,2.195784862,-0.208756161,76.3145606
2018-01-01,Staten Island,LCL/LTD,S62,Off-Peak,50175.12,2.263306769,0.025527735,77.2216796
2018-01-01,Staten Island,LCL/LTD,S62,Peak,22917.52,2.736116878,0.04814078,75.1962251
2018-01-01,Staten Island,LCL/LTD,S66,Off-Peak,19333.47,4.090416259,-0.235451219,66.2835338
2018-01-01,Staten Island,LCL/LTD,S66,Peak,16429.47,3.955253206,0.589184666,57.0336333
2018-01-01,Staten Island,LCL/LTD,S74,Off-Peak,67848.41,3.027985846,0.68194236,70.1709201
2018-01-01,Staten Island,LCL/LTD,S74,Peak,40643.21,2.575287968,0.915986237,66.9533871
2018-01-01,Staten Island,LCL/LTD,S76,Off-Peak,61852.84,2.67709089,0.296038934,71.6960012
2018-01-01,Staten Island,LCL/LTD,S76,Peak,39808.33,2.225179002,0.444688707,69.400064
2018-01-01,Staten Island,LCL/LTD,S78,Off-Peak,82200.95,2.768881648,1.13564545,67.4427555
2018-01-01,Staten Island,LCL/LTD,S78,Peak,54128.96,2.597430365,0.838296074,68.7363068
2018-01-01,Staten Island,LCL/LTD,S81,Off-Peak,237.0872,5.138858136,-0.418971487,67.9449586
2018-01-01,Staten Island,LCL/LTD,S81,Peak,6171.43,2.527853988,1.513802993,57.0238926
2018-01-01,Staten Island,LCL/LTD,S84,Off-Peak,2223.54,6.617276472,1.116926426,40.7212773
2018-01-01,Staten Island,LCL/LTD,S84,Peak,4323.23,6.309300738,1.101304741,50.3602678
2018-01-01,Staten Island,LCL/LTD,S86,Off-Peak,695.663,3.930811344,-0.756291219,76.7249085
2018-01-01,Staten Island,LCL/LTD,S86,Peak,2929.25,5.260948373,1.012706627,46.1825807
2018-01-01,Staten Island,LCL/LTD,S89,Off-Peak,3281.54,2.232772718,-1.61176645,84.1571169
2018-01-01,Staten Island,LCL/LTD,S89,Peak,10161.31,2.481021502,-0.23138143,79.6288866
2018-01-01,Staten Island,LCL/LTD,S90,Off-Peak,8368.92,4.722037342,0.358350597,61.1273487
2018-01-01,Staten Island,LCL/LTD,S90,Peak,11813.52,3.697230344,0.88076678,61.3160279
2018-01-01,Staten Island,LCL/LTD,S91,Off-Peak,5480.27,2.263616955,-1.459760081,81.4230169
2018-01-01,Staten Island,LCL/LTD,S91,Peak,17501.72,1.924357162,-0.133609205,75.5148527
2018-01-01,Staten Island,LCL/LTD,S92,Off-Peak,4037.33,1.923825703,1.135663745,73.6650328
2018-01-01,Staten Island,LCL/LTD,S92,Peak,11747.18,2.968240863,2.565550851,51.443686
2018-01-01,Staten Island,LCL/LTD,S93,Off-Peak,42318.59,2.394515624,-0.461274779,80.0996905
2018-01-01,Staten Island,LCL/LTD,S93,Peak,35809.76,1.832726021,0.605608502,71.0900141
2018-01-01,Staten Island,LCL/LTD,S94,Off-Peak,5515.53,2.511573841,0.163894754,75.3984012
2018-01-01,Staten Island,LCL/LTD,S94,Peak,15483,3.123974353,1.338106932,57.8927364
2018-01-01,Staten Island,LCL/LTD,S96,Off-Peak,12402.9,3.512158217,-0.529684381,65.4076081
2018-01-01,Staten Island,LCL/LTD,S96,Peak,18739.38,3.219336944,1.80583577,50.0433155
2018-01-01,Staten Island,LCL/LTD,S98,Off-Peak,13047.7,2.524178478,-0.400658004,75.5100711
2018-01-01,Staten Island,LCL/LTD,S98,Peak,23904.72,2.332121762,1.004987339,65.5365035
2018-01-01,Staten Island,SBS,S79+,Off-Peak,138254.06,1.701549881,0.767095385,73.7467312
2018-01-01,Staten Island,SBS,S79+,Peak,94554.42,1.498399367,1.175494046,71.5052459
2018-01-01,Systemwide,Systemwide,Systemwide,Systemwide,48425012.06,1.81359828,0.807846399,72.4528248
2018-02-01,Bronx,EXP,BXM1,Off-Peak,13158.57,2.479948196,-1.493112577,66.9494109
2018-02-01,Bronx,EXP,BXM1,Peak,10522,2.259104705,-2.511944539,71.797416
2018-02-01,Bronx,EXP,BXM10,Off-Peak,12841.48,2.834778821,5.43785802,43.3944627
2018-02-01,Bronx,EXP,BXM10,Peak,13763.6,1.602800988,10.72797919,23.6160929
2018-02-01,Bronx,EXP,BXM11,Off-Peak,9183.14,2.378619427,-0.837290126,71.318415
2018-02-01,Bronx,EXP,BXM11,Peak,8955.09,1.430436161,2.496635658,57.4009077
2018-02-01,Bronx,EXP,BXM18,Off-Peak,1583.22,1.386987948,0.673330742,67.8519195
2018-02-01,Bronx,EXP,BXM18,Peak,2993.74,3.098622649,1.484305404,52.389603
2018-02-01,Bronx,EXP,BXM2,Off-Peak,7317.06,2.700384513,0.580056986,60.9442095
2018-02-01,Bronx,EXP,BXM2,Peak,5678.21,2.751261665,2.965580329,49.6502734
2018-02-01,Bronx,EXP,BXM3,Off-Peak,6366.78,2.858138675,5.769151923,39.608398
2018-02-01,Bronx,EXP,BXM3,Peak,6552.86,3.146943584,7.609089157,32.6046511
2018-02-01,Bronx,EXP,BXM4,Off-Peak,3211.31,3.368222743,2.674953297,51.7080589
2018-02-01,Bronx,EXP,BXM4,Peak,3699.29,4.119258184,3.588190246,42.1991721
2018-02-01,Bronx,EXP,BXM6,Off-Peak,4591.76,2.662102557,4.530158704,47.4588581
2018-02-01,Bronx,EXP,BXM6,Peak,5531.89,1.90996962,8.257425599,31.012064
2018-02-01,Bronx,EXP,BXM7,Off-Peak,25002,1.753072688,1.798159704,62.2533104
2018-02-01,Bronx,EXP,BXM7,Peak,19312.67,1.178970886,7.302768635,35.5489321
2018-02-01,Bronx,EXP,BXM8,Off-Peak,12214.59,2.173103161,3.877887447,51.2728494
2018-02-01,Bronx,EXP,BXM8,Peak,16320.88,0.862617789,9.75029609,27.5209774
2018-02-01,Bronx,EXP,BXM9,Off-Peak,19170.99,1.796598401,2.328802056,58.6450734
2018-02-01,Bronx,EXP,BXM9,Peak,16179.57,1.221883721,4.884510306,43.6093313
2018-02-01,Bronx,LCL/LTD,BX1,Off-Peak,206135.1,1.626764895,1.032735403,70.3179594
2018-02-01,Bronx,LCL/LTD,BX1,Peak,138590.46,1.70698901,0.93140647,70.6949435
2018-02-01,Bronx,LCL/LTD,BX10,Off-Peak,118846.13,1.285044083,0.436802022,76.458287
2018-02-01,Bronx,LCL/LTD,BX10,Peak,85360.47,1.075981439,0.779266952,76.9993196
2018-02-01,Bronx,LCL/LTD,BX11,Off-Peak,148862.13,1.541229447,0.773879002,74.265033
2018-02-01,Bronx,LCL/LTD,BX11,Peak,111694.36,1.734054811,1.366241218,69.7426366
2018-02-01,Bronx,LCL/LTD,BX12,Off-Peak,123646.62,1.352499208,-0.122179337,81.7933881
2018-02-01,Bronx,LCL/LTD,BX12,Peak,82263.21,1.305450377,0.358210341,76.9416648
2018-02-01,Bronx,LCL/LTD,BX13,Off-Peak,139256.41,1.220391025,0.009306441,80.5393128
2018-02-01,Bronx,LCL/LTD,BX13,Peak,106819.9,1.236488901,0.561079043,78.8753549
2018-02-01,Bronx,LCL/LTD,BX15,Off-Peak,277173.7,2.112194929,1.045821932,68.1683131
2018-02-01,Bronx,LCL/LTD,BX15,Peak,181992.06,1.983376653,1.397747557,66.8903772
2018-02-01,Bronx,LCL/LTD,BX16,Off-Peak,84812.5,1.322008478,0.752808671,77.5572472
2018-02-01,Bronx,LCL/LTD,BX16,Peak,64925.48,1.3019828,1.281006218,73.3603698
2018-02-01,Bronx,LCL/LTD,BX17,Off-Peak,120007.18,2.037067713,0.746640116,71.9915404
2018-02-01,Bronx,LCL/LTD,BX17,Peak,95450.24,1.668166698,0.908144246,72.642901
2018-02-01,Bronx,LCL/LTD,BX18,Off-Peak,19312.95,2.474530606,-0.195003798,76.6201773
2018-02-01,Bronx,LCL/LTD,BX18,Peak,17422.3,2.139796919,-0.002819064,70.0077629
2018-02-01,Bronx,LCL/LTD,BX19,Off-Peak,295212.76,1.667443397,0.904635469,71.9551042
2018-02-01,Bronx,LCL/LTD,BX19,Peak,189854.96,1.833852986,1.354055228,68.7091839
2018-02-01,Bronx,LCL/LTD,BX2,Off-Peak,235635.86,1.524306973,0.54653161,73.7835758
2018-02-01,Bronx,LCL/LTD,BX2,Peak,159352.92,1.531147,0.283864787,75.6888519
2018-02-01,Bronx,LCL/LTD,BX20,Off-Peak,2277.63,1.600356972,0.803232749,79.7017143
2018-02-01,Bronx,LCL/LTD,BX20,Peak,12311.85,1.904562259,1.507466831,72.1398077
2018-02-01,Bronx,LCL/LTD,BX21,Off-Peak,180475.27,1.91535487,0.890527791,70.6645667
2018-02-01,Bronx,LCL/LTD,BX21,Peak,119314.9,2.201115088,0.964834908,68.1308143
2018-02-01,Bronx,LCL/LTD,BX22,Off-Peak,154810.39,1.276958119,0.371628769,79.5833131
2018-02-01,Bronx,LCL/LTD,BX22,Peak,115732,1.210842396,0.69004765,77.4848253
2018-02-01,Bronx,LCL/LTD,BX23,Off-Peak,35506.19,2.620697703,-0.316836425,84.9094266
2018-02-01,Bronx,LCL/LTD,BX23,Peak,40487.43,1.383947281,0.034783174,81.7533646
2018-02-01,Bronx,LCL/LTD,BX24,Off-Peak,10200.85,3.24608651,0.444905429,80.3455441
2018-02-01,Bronx,LCL/LTD,BX24,Peak,6067.29,3.363816015,0.288293834,78.6483987
2018-02-01,Bronx,LCL/LTD,BX26,Off-Peak,87965.46,1.209917578,1.104856207,75.6655577
2018-02-01,Bronx,LCL/LTD,BX26,Peak,68642.73,1.158289908,1.023421891,75.8955798
2018-02-01,Bronx,LCL/LTD,BX27,Off-Peak,93339.37,1.227088749,0.300193092,81.863111
2018-02-01,Bronx,LCL/LTD,BX27,Peak,79160.65,1.185583532,0.496584083,80.0826298
2018-02-01,Bronx,LCL/LTD,BX28,Off-Peak,104918.49,1.480446491,1.408005191,73.3563397
2018-02-01,Bronx,LCL/LTD,BX28,Peak,59919.37,1.504526324,1.466575877,71.5502387
2018-02-01,Bronx,LCL/LTD,BX29,Off-Peak,23832.81,1.937049625,0.33461011,86.2996918
2018-02-01,Bronx,LCL/LTD,BX29,Peak,15982.56,1.369765089,0.543220427,85.1554195
2018-02-01,Bronx,LCL/LTD,BX3,Off-Peak,156538.96,1.508546725,0.565378127,76.2604345
2018-02-01,Bronx,LCL/LTD,BX3,Peak,101108.56,1.810499427,1.061623235,70.0365904
2018-02-01,Bronx,LCL/LTD,BX30,Off-Peak,100041.86,2.091488417,1.121775652,68.6303222
2018-02-01,Bronx,LCL/LTD,BX30,Peak,75575.36,1.517761393,1.293711123,71.2054181
2018-02-01,Bronx,LCL/LTD,BX31,Off-Peak,103434.91,1.758553552,0.567530402,72.380935
2018-02-01,Bronx,LCL/LTD,BX31,Peak,65723.93,1.737836478,0.537608013,72.4437726
2018-02-01,Bronx,LCL/LTD,BX32,Off-Peak,76592.86,2.373069152,1.831604872,62.7427173
2018-02-01,Bronx,LCL/LTD,BX32,Peak,56720.9,1.791737461,1.650083953,65.7289152
2018-02-01,Bronx,LCL/LTD,BX33,Off-Peak,31833.61,1.672660276,0.704037407,81.5620852
2018-02-01,Bronx,LCL/LTD,BX33,Peak,22423.41,2.227082743,1.288196822,66.0000872
2018-02-01,Bronx,LCL/LTD,BX34,Off-Peak,46112.41,1.765014812,0.933868666,76.9392169
2018-02-01,Bronx,LCL/LTD,BX34,Peak,30648.47,1.847008653,0.83922692,76.1628949
2018-02-01,Bronx,LCL/LTD,BX35,Off-Peak,186843.75,1.548911653,0.180048535,77.5504871
